student_id,session_id,timestamp,snapshot_index,tab_switch,idle_time,clicks,mouse_movement,replay_count,skip_count,playback_speed,state,focus_score
1,S000689,2025-09-20 04:47:48,9,6,49.5,19,64.8,0,1,2.58,bored,44.94
1,S000689,2025-09-20 04:50:10,10,6,120.7,21,581.6,1,0,2.47,bored,44.22
1,S000689,2025-09-20 04:42:43,11,4,106.7,17,1848.3,8,0,1.65,confused,44.34
1,S000689,2025-09-20 04:41:12,12,3,89.3,21,1282.5,9,0,1.49,confused,48.02
1,S000743,2025-10-26 05:42:00,0,8,115.1,32,259.0,1,0,2.57,distracted,34.1
1,S000743,2025-10-26 05:44:09,1,10,76.0,10,1090.6,2,0,1.67,distracted,36.76
1,S000743,2025-10-26 05:43:50,2,9,58.2,19,1179.6,2,0,1.73,distracted,40.83
1,S000743,2025-10-26 05:50:57,3,9,58.3,21,1365.8,1,0,1.6,distracted,46.61
1,S000743,2025-10-26 05:45:24,4,10,86.2,19,1094.0,1,0,1.57,distracted,46.9
1,S000743,2025-10-26 05:45:15,5,11,107.4,16,729.6,0,0,1.43,distracted,42.86
1,S001556,2025-09-22 03:15:39,1,9,36.6,12,407.4,0,0,2.34,distracted,41.42
1,S001556,2025-09-22 03:16:14,2,10,27.1,5,874.7,0,0,2.33,distracted,40.75
1,S001556,2025-09-22 03:20:09,3,11,39.1,11,262.4,1,0,2.06,distracted,38.64
1,S001556,2025-09-22 03:27:15,5,10,65.2,28,975.4,0,0,2.17,distracted,39.85
1,S001556,2025-09-22 03:32:06,6,8,120.0,17,486.7,0,0,2.72,bored,35.94
1,S001556,2025-09-22 03:27:36,7,7,117.3,15,146.0,0,0,2.45,bored,35.26
1,S001556,2025-09-22 03:27:16,8,6,119.6,4,561.0,0,0,2.4,bored,33.49
1,S001556,2025-09-22 03:31:57,9,6,53.2,6,329.6,1,0,2.12,bored,39.35
1,S001556,2025-09-22 03:28:12,11,5,74.7,7,204.6,1,1,2.09,bored,42.36
1,S001556,2025-09-22 03:25:00,12,6,109.8,10,160.8,0,1,2.71,bored,39.69
1,S001556,2025-09-22 03:35:22,13,5,86.1,16,431.7,0,1,2.89,bored,37.93
1,S001556,2025-09-22 03:52:34,14,7,102.5,29,1135.8,1,1,2.52,bored,37.54
1,S001565,2025-11-15 04:35:00,0,0,9.5,78,2341.8,3,0,1.44,focused,100.0
1,S001565,2025-11-15 04:37:22,1,3,13.0,37,702.5,1,0,2.45,bored,83.42
1,S001565,2025-11-15 04:36:24,2,3,53.1,16,1188.5,1,0,2.22,bored,75.0
1,S001565,2025-11-15 04:37:30,3,5,80.9,5,526.2,0,0,1.93,bored,59.07
1,S001565,2025-11-15 04:45:28,4,5,54.8,7,582.3,1,1,2.17,bored,52.22
1,S001565,2025-11-15 04:38:58,7,5,89.4,14,364.9,0,1,2.68,bored,45.19
1,S001565,2025-11-15 04:39:48,8,5,82.2,7,271.5,0,0,2.59,bored,42.91
1,S001758,2025-11-18 04:17:00,0,5,92.7,15,1749.9,9,0,1.34,confused,49.12
1,S001758,2025-11-18 04:18:15,1,4,60.9,41,1328.9,10,0,1.29,confused,55.85
1,S001758,2025-11-18 04:22:34,2,2,54.5,34,1402.2,11,0,1.37,confused,59.22
1,S001758,2025-11-18 04:23:45,3,4,88.1,30,905.6,9,0,1.4,confused,59.01
1,S001758,2025-11-18 04:27:40,4,5,84.1,26,714.4,4,0,2.43,bored,53.0
1,S001758,2025-11-18 04:22:00,5,6,89.2,20,831.7,1,0,2.25,bored,47.71
1,S001758,2025-11-18 04:23:48,6,5,76.4,7,501.0,1,0,2.51,bored,44.82
1,S001758,2025-11-18 04:30:39,7,6,92.8,6,582.4,1,0,2.53,bored,41.97
1,S001758,2025-11-18 04:38:52,8,6,109.1,2,498.5,1,0,2.39,bored,38.19
1,S002191,2025-11-10 04:41:00,0,0,41.1,67,3011.9,0,0,1.77,focused,100.0
1,S002191,2025-11-10 04:41:42,1,1,29.8,71,2824.2,2,0,1.72,focused,99.69
1,S002191,2025-11-10 04:44:26,2,2,13.0,65,2277.1,1,0,1.74,focused,98.14
1,S002191,2025-11-10 04:42:36,3,1,17.1,59,2261.7,0,0,1.74,focused,97.53
1,S002191,2025-11-10 04:44:00,4,0,22.1,45,2432.3,1,0,1.85,focused,95.71
1,S002191,2025-11-10 04:53:05,5,1,27.9,58,1784.3,1,0,1.62,focused,94.7
1,S002191,2025-11-10 04:52:00,6,4,31.2,83,1968.2,2,0,1.73,focused,91.93
1,S002191,2025-11-10 04:45:05,7,3,39.8,63,2038.6,2,0,1.74,focused,88.89
1,S002191,2025-11-10 05:04:04,8,10,71.6,24,889.5,1,0,2.1,distracted,68.91
1,S002191,2025-11-10 04:53:00,10,6,69.1,29,1254.6,9,0,1.55,confused,56.38
1,S002265,2025-09-11 03:46:00,0,2,79.6,19,541.9,10,0,1.56,confused,51.54
1,S002265,2025-09-11 03:47:38,1,3,36.3,25,1419.2,6,0,1.55,confused,60.07
1,S002265,2025-09-11 03:48:54,2,2,36.8,45,1916.9,4,0,1.68,focused,67.99
1,S002265,2025-09-11 03:50:39,3,2,18.1,46,2032.2,2,0,1.81,focused,78.84
1,S002265,2025-09-11 03:55:24,4,2,30.3,51,2037.1,2,0,1.86,focused,83.99
1,S002265,2025-09-11 03:54:00,5,1,12.6,48,2173.3,2,0,1.86,focused,87.35
1,S002265,2025-09-11 03:52:24,6,1,17.6,41,2205.0,2,0,1.79,focused,88.15
1,S002265,2025-09-11 04:03:58,7,1,36.1,49,2058.6,1,0,1.58,focused,89.98
1,S002265,2025-09-11 03:53:04,8,0,13.2,45,2213.4,0,0,2.03,focused,91.42
1,S002265,2025-09-11 04:08:30,9,8,47.0,14,1414.6,0,0,1.94,distracted,76.99
1,S002265,2025-09-11 04:14:50,10,6,23.2,28,424.4,1,0,2.16,distracted,66.13
1,S002575,2025-12-20 02:42:00,0,2,68.3,26,917.5,13,0,1.42,confused,54.11
1,S002575,2025-12-20 02:44:55,1,3,55.5,37,2334.4,11,0,1.44,confused,60.66
1,S002575,2025-12-20 02:45:26,2,3,58.7,13,1805.7,8,0,1.35,confused,60.9
1,S002575,2025-12-20 02:45:15,3,3,50.2,16,877.3,10,0,1.32,confused,60.67
1,S002575,2025-12-20 02:45:12,4,7,81.7,19,501.1,3,0,2.19,distracted,51.4
1,S002575,2025-12-20 02:54:10,5,9,70.8,15,150.3,2,0,1.98,distracted,43.24
1,S002575,2025-12-20 02:47:01,7,5,69.9,13,410.8,0,0,2.45,bored,41.88
1,S002575,2025-12-20 02:54:16,8,7,94.1,20,822.6,0,1,2.52,bored,41.14
1,S002575,2025-12-20 03:01:50,10,6,81.7,12,1156.2,0,1,2.19,bored,44.29
1,S002575,2025-12-20 02:58:30,11,6,24.5,15,757.8,0,1,2.37,bored,46.52
1,S002575,2025-12-20 03:07:24,12,6,71.0,12,1028.5,1,1,2.63,bored,46.36
1,S002575,2025-12-20 03:05:50,13,4,67.9,26,1531.2,5,0,1.33,confused,53.26
1,S002662,2025-11-03 02:34:00,0,4,88.5,13,0.0,1,1,2.16,bored,44.7
1,S002662,2025-11-03 02:34:54,1,4,41.8,21,0.0,0,1,2.35,bored,49.56
1,S002662,2025-11-03 02:35:12,2,2,16.7,51,1925.2,0,0,1.74,focused,65.55
1,S002662,2025-11-03 02:36:15,3,1,15.0,71,2211.1,1,0,1.74,focused,83.87
1,S002662,2025-11-03 02:40:04,4,1,4.5,63,2266.2,2,0,1.71,focused,96.62
1,S002662,2025-11-03 02:45:05,5,2,12.7,47,2074.9,2,0,1.83,focused,94.27
1,S002662,2025-11-03 02:51:18,6,1,16.6,56,2006.1,3,0,1.61,focused,92.21
1,S002711,2025-11-08 02:24:00,0,4,10.6,42,1912.9,2,0,1.58,focused,81.45
1,S002711,2025-11-08 02:25:07,1,8,59.0,27,1778.2,1,0,1.74,distracted,68.18
1,S002711,2025-11-08 02:27:46,2,9,68.6,21,533.5,1,0,1.92,distracted,58.26
1,S002711,2025-11-08 02:29:00,3,9,61.0,37,1137.2,3,0,2.53,distracted,46.6
1,S002711,2025-11-08 02:28:32,4,11,32.3,12,341.2,1,0,2.17,distracted,39.99
1,S002711,2025-11-08 02:33:10,5,9,56.0,24,589.6,1,0,2.47,distracted,39.44
1,S002711,2025-11-08 02:34:30,6,9,69.7,29,261.8,1,0,2.23,distracted,39.09
1,S002711,2025-11-08 02:42:47,7,9,47.4,34,944.4,1,0,2.35,distracted,43.11
1,S002711,2025-11-08 02:45:28,8,8,54.3,20,521.7,3,0,2.21,distracted,43.19
1,S002820,2025-11-14 03:37:00,0,4,91.6,42,593.1,7,0,1.31,confused,57.9
1,S002820,2025-11-14 03:39:10,1,4,78.7,13,1892.2,6,0,1.17,confused,59.32
1,S002820,2025-11-14 03:40:18,2,3,71.1,23,1043.4,9,0,1.5,confused,57.88
1,S002820,2025-11-14 03:41:09,3,4,101.5,14,1395.8,9,0,1.73,confused,52.8
1,S002820,2025-11-14 03:43:52,4,4,70.5,18,1263.7,10,0,1.45,confused,50.38
1,S002820,2025-11-14 03:46:35,5,3,80.5,24,379.1,7,0,1.29,confused,51.43
1,S002820,2025-11-14 03:51:48,6,3,95.7,32,469.2,10,0,1.66,confused,51.93
1,S002820,2025-11-14 03:43:04,7,3,121.8,26,1034.5,10,0,1.45,confused,50.5
1,S002820,2025-11-14 03:54:20,8,3,40.4,31,310.3,7,0,1.56,confused,53.34
1,S002820,2025-11-14 04:01:00,9,3,66.7,9,512.8,6,0,1.34,confused,55.31
1,S002820,2025-11-14 03:46:10,10,3,57.6,37,639.5,9,0,1.35,confused,59.42
1,S002820,2025-11-14 03:46:43,11,3,66.2,14,987.1,8,0,1.49,confused,57.23
1,S002820,2025-11-14 03:50:24,12,3,88.0,43,296.1,10,0,1.39,confused,56.75
1,S002820,2025-11-14 03:59:19,13,3,82.5,45,700.3,11,0,1.46,confused,55.44
1,S002820,2025-11-14 04:11:32,14,3,64.3,19,1074.8,10,0,1.83,confused,53.75
1,S003042,2025-12-27 03:59:00,0,2,19.9,45,2748.4,0,0,1.57,focused,94.23
1,S003042,2025-12-27 04:01:53,1,3,24.7,43,2078.3,2,0,1.81,focused,87.16
1,S003042,2025-12-27 04:01:04,2,2,28.3,68,1747.5,1,0,1.79,focused,88.72
1,S003042,2025-12-27 04:04:33,3,1,26.0,62,2162.2,0,0,1.9,focused,89.91
1,S003042,2025-12-27 04:03:20,4,7,7.8,45,1267.9,0,0,1.34,distracted,86.57
1,S003042,2025-12-27 04:12:30,5,9,27.1,32,689.9,0,0,2.74,distracted,69.8
1,S003042,2025-12-27 04:09:40,8,9,78.4,29,1042.5,0,0,1.73,distracted,55.86
1,S003042,2025-12-27 04:13:33,9,8,55.0,22,583.3,0,0,2.31,distracted,47.17
1,S003042,2025-12-27 04:15:20,10,8,60.0,28,914.5,0,0,2.6,distracted,46.8
1,S003042,2025-12-27 04:18:48,11,11,111.2,20,542.5,0,0,2.42,distracted,38.26
1,S003042,2025-12-27 04:31:12,12,5,99.9,33,2078.8,1,0,1.17,confused,48.31
1,S003217,2025-11-27 02:49:00,0,7,92.0,3,474.1,0,1,2.56,bored,32.04
1,S003217,2025-11-27 02:51:11,1,7,91.5,15,542.5,0,1,2.15,bored,36.43
1,S003217,2025-11-27 02:50:12,2,7,84.4,21,279.5,1,1,2.67,bored,35.88
1,S003763,2025-11-28 03:28:00,0,2,90.4,23,674.3,10,0,1.47,confused,52.68
1,S003763,2025-11-28 03:30:20,1,3,81.1,27,1678.7,12,0,1.46,confused,53.61
1,S003763,2025-11-28 03:31:54,2,3,68.4,18,991.2,11,0,1.58,confused,52.39
1,S003763,2025-11-28 03:31:15,3,3,65.8,38,953.7,11,0,1.71,confused,53.48
1,S003763,2025-11-28 03:30:56,4,4,47.8,43,937.1,8,0,1.7,confused,56.21
1,S003763,2025-11-28 03:34:54,6,2,38.7,61,1694.4,1,0,1.66,focused,70.15
1,S003822,2025-12-23 04:11:00,0,7,52.0,30,2287.4,2,0,1.78,distracted,62.51
1,S003822,2025-12-23 04:13:15,1,9,31.4,9,1018.0,1,0,1.87,distracted,54.42
1,S003822,2025-12-23 04:14:38,2,10,24.7,4,886.7,1,0,1.94,distracted,49.87
1,S003822,2025-12-23 04:18:18,3,12,26.6,3,363.4,1,0,1.83,distracted,40.91
1,S003822,2025-12-23 04:19:24,4,9,62.8,16,579.7,1,0,1.77,distracted,40.43
1,S003822,2025-12-23 04:22:20,5,10,103.1,17,988.6,2,0,2.3,distracted,35.93
1,S003822,2025-12-23 04:24:24,6,4,51.0,47,1951.8,2,0,1.61,focused,52.13
1,S003822,2025-12-23 04:16:01,7,10,23.0,28,1306.1,1,0,1.72,distracted,55.03
1,S004012,2025-09-02 05:23:00,0,0,0.0,39,2191.3,0,0,1.76,focused,96.73
1,S004012,2025-09-02 05:25:47,1,1,10.2,57,2068.3,0,0,1.67,focused,97.35
1,S004012,2025-09-02 05:24:00,2,1,7.9,63,2340.2,0,0,1.78,focused,98.38
1,S004012,2025-09-02 05:29:48,3,0,10.9,64,2370.4,0,0,1.85,focused,99.41
1,S004012,2025-09-02 05:34:56,4,6,55.7,55,951.2,0,0,1.2,distracted,90.12
1,S004012,2025-09-02 05:35:30,5,11,76.9,27,285.4,0,0,1.82,distracted,67.68
1,S004012,2025-09-02 05:40:42,6,11,25.9,8,387.5,0,0,1.81,distracted,49.6
1,S004012,2025-09-02 05:29:46,7,11,49.5,15,608.6,0,0,2.14,distracted,38.89
1,S004012,2025-09-02 05:43:15,9,4,37.2,54,1516.9,2,0,1.71,focused,54.11
1,S004225,2025-12-13 04:32:00,0,0,21.7,62,1366.7,0,0,1.81,focused,95.75
1,S004225,2025-12-13 04:33:03,1,7,78.1,37,469.6,0,0,1.94,distracted,72.64
1,S004225,2025-12-13 04:34:02,2,9,23.4,18,140.9,2,0,2.29,distracted,60.48
1,S004225,2025-12-13 04:33:54,3,9,31.9,12,1525.6,1,0,1.6,distracted,49.4
1,S004225,2025-12-13 04:38:40,4,10,22.8,14,729.1,0,0,2.8,distracted,44.14
1,S004225,2025-12-13 04:38:20,5,9,25.7,17,1172.3,1,0,1.94,distracted,47.42
1,S004225,2025-12-13 04:39:42,6,11,48.9,18,1405.2,0,0,1.97,distracted,44.64
1,S004225,2025-12-13 04:45:11,7,10,46.4,24,1155.7,1,0,1.8,distracted,47.58
1,S004225,2025-12-13 04:46:32,8,10,93.9,13,1148.9,1,0,2.18,distracted,41.49
1,S004225,2025-12-13 04:49:15,9,9,42.6,5,556.7,1,0,1.98,distracted,40.79
1,S004320,2025-10-31 03:47:00,0,1,24.2,61,1871.9,0,0,1.63,focused,96.4
1,S004320,2025-10-31 03:47:48,1,2,27.9,49,1733.5,1,0,1.8,focused,90.43
1,S004320,2025-10-31 03:50:42,2,1,31.6,50,2107.2,2,0,1.6,focused,90.44
1,S004320,2025-10-31 03:48:57,3,2,32.1,47,2416.5,3,0,1.64,focused,87.35
1,S004320,2025-10-31 03:49:36,4,2,29.8,69,2417.6,2,0,1.85,focused,89.82
1,S004320,2025-10-31 03:54:05,5,6,73.6,31,1544.8,1,0,2.61,bored,74.99
1,S004320,2025-10-31 03:54:54,6,6,78.6,25,468.3,1,0,2.78,bored,59.67
1,S004320,2025-10-31 04:01:42,7,5,81.6,19,140.5,1,0,2.38,bored,46.34
1,S004320,2025-10-31 03:56:36,8,6,121.3,19,654.9,1,0,2.54,bored,41.56
1,S004320,2025-10-31 04:13:33,9,4,72.0,35,1533.8,6,0,1.59,confused,49.35
1,S004448,2025-10-01 05:56:00,0,0,17.8,62,3038.5,2,0,1.72,focused,100.0
1,S004448,2025-10-01 05:57:08,2,4,84.6,8,1184.7,8,0,1.27,confused,73.3
1,S004448,2025-10-01 06:01:20,4,6,69.0,14,285.0,4,0,1.65,distracted,62.86
1,S004448,2025-10-01 05:59:05,5,2,49.3,34,1597.7,2,0,1.63,focused,59.55
1,S004448,2025-10-01 06:11:00,6,1,30.4,46,1967.3,3,0,1.67,focused,72.18
1,S004448,2025-10-01 06:11:52,7,1,23.2,69,2272.2,3,0,1.66,focused,87.65
1,S004448,2025-10-01 06:11:20,8,0,16.3,62,1848.6,1,0,1.86,focused,93.77
1,S004448,2025-10-01 06:18:21,9,1,18.6,63,1543.3,1,0,1.84,focused,95.04
1,S004448,2025-10-01 06:04:10,10,0,31.8,88,1660.6,3,0,1.83,focused,96.24
2,S000325,2025-12-11 00:24:00,0,1,28.0,7,947.3,14,0,0.81,confused,61.46
2,S000325,2025-12-11 00:25:21,1,1,75.0,9,1081.4,15,0,0.86,confused,57.79
2,S000325,2025-12-11 00:28:40,2,1,101.4,9,401.9,4,4,1.97,bored,53.02
2,S000325,2025-12-11 00:27:15,3,1,78.6,4,698.3,1,5,2.66,bored,47.51
2,S000325,2025-12-11 00:32:00,4,2,80.5,6,737.1,0,4,1.75,bored,48.57
2,S000325,2025-12-11 00:38:05,5,2,81.4,8,626.9,0,6,1.9,bored,49.09
2,S000325,2025-12-11 00:39:45,7,2,67.0,5,297.1,1,5,2.09,bored,49.39
2,S000348,2025-10-19 00:04:00,0,0,6.3,21,1987.6,2,0,1.34,focused,93.61
2,S000348,2025-10-19 00:05:01,1,0,21.8,17,2005.1,4,0,1.12,focused,91.32
2,S000348,2025-10-19 00:05:44,2,1,6.5,19,1864.7,2,0,1.35,focused,90.53
2,S000348,2025-10-19 00:08:51,3,1,14.0,18,2167.8,3,0,1.27,focused,89.06
2,S000348,2025-10-19 00:10:48,4,0,11.1,17,2558.7,1,0,1.26,focused,92.02
2,S000348,2025-10-19 00:09:05,5,0,62.1,11,1953.7,14,0,0.88,confused,82.66
2,S000348,2025-10-19 00:11:00,6,2,57.6,6,2402.8,12,0,0.78,confused,73.86
2,S000348,2025-10-19 00:17:39,7,1,55.4,9,2120.3,14,0,0.92,confused,64.89
2,S000431,2025-09-02 00:52:00,0,1,110.4,11,2800.2,14,0,0.69,confused,58.36
2,S000431,2025-09-02 00:54:03,1,1,72.5,14,2116.3,12,0,0.69,confused,61.7
2,S000431,2025-09-02 00:57:18,2,1,75.8,12,1110.1,15,0,0.88,confused,59.4
2,S000431,2025-09-02 00:58:06,3,1,70.0,9,1376.0,10,0,1.01,confused,62.1
2,S000431,2025-09-02 01:03:48,4,1,35.0,4,1270.5,11,0,1.04,confused,63.47
2,S000431,2025-09-02 00:58:46,7,1,89.9,6,1454.4,4,5,2.33,bored,58.32
2,S000431,2025-09-02 01:04:08,8,1,42.4,11,1345.3,12,2,0.86,confused,57.6
2,S000431,2025-09-02 01:06:33,9,2,84.7,6,1103.6,4,4,2.31,bored,50.13
2,S000539,2025-11-30 21:59:00,0,1,15.3,24,3031.1,2,0,1.29,focused,95.88
2,S000539,2025-11-30 21:59:40,1,0,33.9,20,2492.3,2,0,1.3,focused,93.84
2,S000539,2025-11-30 22:02:50,2,0,33.0,23,1965.0,1,0,1.25,focused,93.32
2,S000539,2025-11-30 22:05:18,3,1,26.2,19,1979.8,2,0,1.18,focused,90.87
2,S000539,2025-11-30 22:10:16,4,1,22.7,17,2540.1,3,0,1.27,focused,89.81
2,S000539,2025-11-30 22:13:40,5,1,22.6,20,2181.6,1,0,1.33,focused,89.42
2,S000548,2025-12-16 23:30:00,0,1,27.4,11,1207.7,2,0,1.28,focused,81.15
2,S000548,2025-12-16 23:32:43,1,1,33.6,14,1594.4,2,0,1.37,focused,81.69
2,S000548,2025-12-16 23:32:58,2,0,11.1,23,2172.3,2,0,1.24,focused,87.03
2,S000548,2025-12-16 23:35:21,3,0,13.7,20,2127.2,4,0,1.17,focused,90.21
2,S000548,2025-12-16 23:38:16,4,0,10.8,21,2056.2,2,0,1.32,focused,93.4
2,S001099,2025-12-21 23:05:00,0,1,27.1,22,1761.2,2,0,1.24,focused,87.66
2,S001099,2025-12-21 23:05:55,1,0,21.1,21,1492.3,5,0,1.18,focused,86.77
2,S001099,2025-12-21 23:10:44,2,0,11.2,20,1901.4,5,0,1.25,focused,87.46
2,S001099,2025-12-21 23:10:45,3,0,12.9,23,2264.5,5,0,1.24,focused,88.83
2,S001099,2025-12-21 23:16:32,4,0,18.5,22,2008.1,2,0,1.27,focused,91.08
2,S001099,2025-12-21 23:16:40,5,0,28.5,13,2693.7,1,1,1.2,focused,91.97
2,S001099,2025-12-21 23:15:18,6,1,27.3,19,2476.4,3,0,1.2,focused,91.1
2,S001099,2025-12-21 23:23:40,7,1,27.6,22,2478.2,2,0,1.36,focused,90.24
2,S001099,2025-12-21 23:26:20,8,1,29.9,10,2518.4,1,0,1.06,focused,90.05
2,S001099,2025-12-21 23:18:12,9,1,29.1,16,2814.1,1,0,1.17,focused,91.41
2,S001099,2025-12-21 23:20:40,10,0,21.2,20,2322.9,4,0,1.23,focused,91.54
2,S001099,2025-12-21 23:11:14,11,0,17.0,18,2557.8,5,0,1.32,focused,91.0
2,S001389,2025-10-02 21:36:00,0,3,64.9,10,0.0,0,5,1.99,bored,46.59
2,S001389,2025-10-02 21:37:38,2,2,68.3,9,668.0,1,4,2.18,bored,49.09
2,S001389,2025-10-02 21:38:51,3,1,40.2,20,2033.9,0,2,1.15,focused,63.19
2,S001389,2025-10-02 21:43:16,4,1,32.5,14,1941.4,0,1,1.25,focused,75.92
2,S001389,2025-10-02 21:41:20,5,1,28.2,16,2217.1,4,1,1.25,focused,84.33
2,S001389,2025-10-02 21:48:36,6,0,11.3,17,1995.5,2,0,1.25,focused,87.3
2,S001389,2025-10-02 21:52:34,7,0,10.7,17,2462.8,3,0,1.32,focused,89.82
2,S001389,2025-10-02 21:41:06,9,1,24.9,16,1432.4,1,0,1.34,focused,89.74
2,S001389,2025-10-02 22:02:40,10,1,7.8,19,1510.7,2,0,1.2,focused,88.69
2,S001389,2025-10-02 21:51:02,11,3,6.0,11,904.2,1,1,1.28,distracted,82.71
2,S001395,2025-11-18 23:07:00,0,0,11.8,20,2738.4,3,0,1.27,focused,95.44
2,S001395,2025-11-18 23:09:13,1,1,7.6,26,1991.1,2,0,1.24,focused,94.09
2,S001395,2025-11-18 23:11:26,2,2,5.3,15,1725.6,1,0,1.23,focused,91.43
2,S001395,2025-11-18 23:11:03,3,1,8.6,14,2238.2,0,0,1.17,focused,91.52
2,S001395,2025-11-18 23:15:28,4,0,12.8,14,1645.2,0,0,1.07,focused,92.35
2,S001395,2025-11-18 23:09:55,5,0,7.4,16,2511.0,1,0,1.31,focused,95.13
2,S001395,2025-11-18 23:16:48,6,2,64.3,12,1457.8,1,1,1.14,distracted,87.38
2,S001395,2025-11-18 23:22:38,7,2,96.7,15,1227.6,11,0,0.84,confused,73.76
2,S001395,2025-11-18 23:23:32,8,2,70.3,12,1015.5,11,1,0.99,confused,62.15
2,S001395,2025-11-18 23:13:18,9,1,84.9,16,866.9,14,1,0.93,confused,55.98
2,S001395,2025-11-18 23:16:20,10,1,84.9,6,927.0,15,1,0.75,confused,52.67
2,S001395,2025-11-18 23:18:00,11,1,66.5,7,1057.9,4,4,2.29,bored,50.51
2,S001395,2025-11-18 23:16:24,12,1,118.7,5,317.4,2,5,2.27,bored,45.14
2,S001395,2025-11-18 23:21:05,13,1,131.5,5,716.8,2,6,1.84,bored,42.74
2,S001704,2025-11-20 00:01:00,0,1,90.4,3,383.9,1,6,1.99,bored,44.58
2,S001704,2025-11-20 00:03:33,1,1,56.9,7,421.4,1,7,1.57,bored,48.97
2,S001704,2025-11-20 00:03:40,2,2,94.8,8,500.4,0,6,1.48,bored,49.21
2,S001704,2025-11-20 00:06:54,3,2,53.5,6,150.1,0,3,1.09,distracted,56.4
2,S001704,2025-11-20 00:07:52,4,1,61.8,5,743.7,2,5,2.47,bored,53.81
2,S001704,2025-11-20 00:09:55,5,3,41.6,5,793.4,2,2,1.46,distracted,58.13
2,S001704,2025-11-20 00:07:48,6,1,16.2,15,1400.6,1,1,1.06,focused,67.44
2,S001704,2025-11-20 00:11:30,7,1,23.4,19,1872.2,3,0,1.37,focused,79.06
2,S001704,2025-11-20 00:15:08,8,1,9.7,22,1392.6,4,1,1.27,focused,84.44
2,S001704,2025-11-20 00:17:12,9,2,14.1,12,1993.8,1,0,1.14,focused,85.12
2,S001704,2025-11-20 00:06:50,10,3,51.1,8,1876.6,2,2,1.38,distracted,78.49
2,S001704,2025-11-20 00:34:48,12,3,27.5,4,834.2,2,2,1.26,distracted,72.79
2,S001704,2025-11-20 00:17:20,14,1,33.2,14,1459.5,1,1,1.24,focused,72.85
2,S001786,2025-11-24 21:32:00,0,1,22.6,17,1560.4,7,1,1.33,focused,74.93
2,S001786,2025-11-24 21:33:37,1,2,42.9,15,912.6,10,1,0.77,confused,67.7
2,S001786,2025-11-24 21:36:22,2,1,73.0,10,899.8,11,1,0.81,confused,63.68
2,S001786,2025-11-24 21:34:30,3,1,67.6,10,754.3,11,1,1.02,confused,59.24
2,S001786,2025-11-24 21:35:28,4,1,53.4,9,1412.3,13,1,0.91,confused,59.2
2,S001786,2025-11-24 21:44:10,5,1,24.4,13,1345.1,14,0,0.84,confused,62.32
2,S001786,2025-11-24 21:49:30,6,1,62.5,9,969.5,15,0,0.52,confused,59.29
2,S001786,2025-11-24 21:39:14,7,0,49.8,8,508.1,15,0,1.01,confused,59.1
